source	target	depth
foreign language writing aid	language education	3
foreign language writing aid	second language	3
foreign language reading aid	anki (software)	2
foreign language reading aid	babbel	2
foreign language reading aid	the alpheios project	2
foreign language reading aid	community language learning	2
foreign language reading aid	duolingo	2
foreign language reading aid	intelligent computer-assisted language instruction	2
foreign language reading aid	glossary of language teaching terms and ideas	2
foreign language reading aid	language acquisition	2
foreign language reading aid	language education	2
foreign language reading aid	language exchange	2
foreign language reading aid	language immersion	2
foreign language reading aid	language mooc	2
foreign language reading aid	online learning community	2
foreign language reading aid	second language acquisition	2
foreign language reading aid	smigin	2
foreign language reading aid	tandem language learning	2
foreign language reading aid	telecollaboration	2
foreign language reading aid	virtual exchange	2
foreign language reading aid	virtual world language learning	2
foreign language reading aid	social media language learning	2
second language	foreign language writing aid	3
second language	foreign language reading aid	3
second language	computer-assisted language learning	3
second language	diglossia	3
second language	language education	3
foreign-language reading aid	anki (software)	3
foreign-language reading aid	babbel	3
foreign-language reading aid	the alpheios project	3
foreign-language reading aid	community language learning	3
foreign-language reading aid	duolingo	3
foreign-language reading aid	intelligent computer-assisted language instruction	3
foreign-language reading aid	glossary of language teaching terms and ideas	3
foreign-language reading aid	language acquisition	3
foreign-language reading aid	language education	3
foreign-language reading aid	language exchange	3
foreign-language reading aid	language immersion	3
foreign-language reading aid	language mooc	3
foreign-language reading aid	online learning community	3
foreign-language reading aid	second language acquisition	3
foreign-language reading aid	smigin	3
foreign-language reading aid	tandem language learning	3
foreign-language reading aid	telecollaboration	3
foreign-language reading aid	virtual exchange	3
foreign-language reading aid	virtual world language learning	3
foreign-language reading aid	social media language learning	3
social media language learning	computer mediated communication	3
social media language learning	connectivism (learning theory)	3
social media language learning	mmorpg	3
social media language learning	networked learning	3
social media language learning	social constructionism	3
social media language learning	social constructivism	3
virtual world language learning	adult education	3
virtual world language learning	andragogy	3
virtual world language learning	andragogical learning theory	3
virtual world language learning	blended learning	3
virtual world language learning	computer-based testing	3
virtual world language learning	computer-assisted language learning	3
virtual world language learning	distance education	3
virtual world language learning	e-learning	3
virtual world language learning	heutagogy	3
virtual world language learning	hybrid course	3
virtual world language learning	learning management system	3
virtual world language learning	microlearning	3
virtual world language learning	microlecture	3
virtual world language learning	m-learning	3
virtual world language learning	online learning community	3
virtual world language learning	online music education	3
virtual world language learning	virtual education	3
virtual world language learning	web-based simulation	3
second language acquisition	bilingualism (neurology)	3
second language acquisition	dynamic approach to second language development	3
second language acquisition	international auxiliary language	3
second language acquisition	language learning aptitude	3
second language acquisition	language acquisition	3
second language acquisition	language complexity	3
second language acquisition	native-language identification	3
second language acquisition	psycholinguistics	3
second language acquisition	second-language attrition	3
second language acquisition	sociolinguistics	3
second language acquisition	theories of second-language acquisition	3
second language acquisition	vocabulary learning	3
online learning community	community language learning	3
online learning community	community of practice	3
online learning community	massive open online course	3
online learning community	virtual education	3
online learning community	university of the people	3
language immersion	bilingual education	3
language immersion	english village	3
language immersion	french immersion	3
language immersion	gaelscoileanna	3
language immersion	kura kaupapa māori	3
language immersion	multilingualism	3
language immersion	native language immersion student achievement act	3
language exchange	language education	3
language exchange	community language learning	3
language exchange	language immersion	3
language exchange	language acquisition	3
language exchange	communicative language teaching	3
language exchange	online learning community	3
intelligent computer-assisted language instruction	artificial intelligence	3
intelligent computer-assisted language instruction	computer-assisted language learning	3
intelligent computer-assisted language instruction	educational technology	3
intelligent computer-assisted language instruction	intelligent tutoring system	3
intelligent computer-assisted language instruction	language acquisition	3
intelligent computer-assisted language instruction	language education	3
intelligent computer-assisted language instruction	natural language processing	3
intelligent computer-assisted language instruction	second-language acquisition	3
glossary of language teaching terms and ideas	language education	3
glossary of language teaching terms and ideas	computer-assisted language learning	3
glossary of language teaching terms and ideas	monolingual learners' dictionaries	3
glossary of language teaching terms and ideas	english language	3
glossary of language teaching terms and ideas	grammar	3
glossary of language teaching terms and ideas	language	3
glossary of language teaching terms and ideas	learning by teaching	3
glossary of language teaching terms and ideas	:de:ldl	3
glossary of language teaching terms and ideas	linguistics	3
glossary of language teaching terms and ideas	second language	3
glossary of language teaching terms and ideas	second language acquisition	3
glossary of language teaching terms and ideas	common european framework of reference for languages	3
glossary of language teaching terms and ideas	american council on the teaching of foreign languages	3
glossary of language teaching terms and ideas	english language learning and teaching	3
glossary of language teaching terms and ideas	unicert	3
language acquisition	chunking (psychology)	3
language acquisition	creole language	3
language acquisition	evolutionary linguistics	3
language acquisition	evolutionary psychology of language	3
language acquisition	fis phenomenon	3
language acquisition	foxp2	3
language acquisition	gestures in language acquisition	3
language acquisition	glossary of language teaching terms and ideas	3
language acquisition	identity and language learning	3
language acquisition	ke family	3
language acquisition	language acquisition by deaf children	3
language acquisition	language attrition	3
language acquisition	language transfer	3
language acquisition	metalinguistic awareness	3
language acquisition	natural-language processing	3
language acquisition	non-native speech database	3
language acquisition	origin of language	3
language acquisition	passive speaker (language)	3
language acquisition	second-language attrition	3
language acquisition	spoken language	3
community language learning	language education	3
community language learning	language mooc	3
duolingo	babbel	3
duolingo	computer-assisted language learning	3
duolingo	gamification	3
duolingo	language education	3
duolingo	language pedagogy	3
babbel	duolingo	3
babbel	language education	3
babbel	computer-assisted language learning	3
anki (software)	computer-assisted language learning	3
zellig harris	distributionalism	3
zellig harris	leonard bloomfield	3
j. r. firth	phonestheme	3
j. r. firth	systemic linguistics	3
word embedding	brown clustering	3
word embedding	distributional–relational database	3
statistical semantics	co-occurrence	3
statistical semantics	computational linguistics	3
statistical semantics	information retrieval	3
statistical semantics	latent semantic analysis	3
statistical semantics	latent semantic indexing	3
statistical semantics	semantic analytics	3
statistical semantics	semantic similarity	3
statistical semantics	statistical natural language processing	3
statistical semantics	text corpus	3
statistical semantics	text mining	3
statistical semantics	web mining	3
sentence embedding	distributional semantics	3
sentence embedding	word embedding	3
phraseme	siamese twins (linguistics)	3
phraseme	technical term	3
co-occurrence	distributional hypothesis	3
co-occurrence	statistical semantics	3
co-occurrence	co-occurrence matrix	3
co-occurrence	co-occurrence networks	3
co-occurrence	similarity measure	3
co-occurrence	dice coefficient	3
conceptual space	categorical perception	3
conceptual space	cognitive architecture	3
conceptual space	color space	3
conceptual space	commonsense reasoning	3
conceptual space	conceptual dependency theory	3
conceptual space	distributional semantics	3
conceptual space	face space	3
conceptual space	formal concept analysis	3
conceptual space	frame semantics (linguistics)	3
conceptual space	global workspace theory	3
conceptual space	image schema	3
conceptual space	phonetic space	3
conceptual space	semantic space	3
conceptual space	similarity (philosophy)	3
conceptual space	state space	3
conceptual space	vector space model	3
conceptual space	visual space	3
deep learning	applications of artificial intelligence	2
deep learning	comparison of deep learning software	2
deep learning	compressed sensing	2
deep learning	differentiable programming	2
deep learning	echo state network	2
deep learning	liquid state machine	2
deep learning	reservoir computing	2
deep learning	sparse coding	2
structured english	natural language programming	3
structured english	self-documenting code	3
structured english	structured programming	3
structured english	pseudocode	3
structured english	decision tree	3
structured english	decision table	3
structured english	attempto controlled english	3
controlled vocabulary	authority control	3
controlled vocabulary	controlled natural language	3
controlled vocabulary	defining vocabulary	3
controlled vocabulary	ims vdex	3
controlled vocabulary	named-entity recognition	3
controlled vocabulary	nomenclature	3
controlled vocabulary	ontology (computer science)	3
controlled vocabulary	terminology	3
controlled vocabulary	universal data element framework	3
controlled vocabulary	vocabulary-based transformation	3
reservoir computing	deep learning	3
reservoir computing	extreme learning machine	3
sparse coding	artificial neural network	3
sparse coding	autoencoder	3
sparse coding	biological neuron model	3
sparse coding	binding problem	3
sparse coding	cognitive map	3
sparse coding	deep learning	3
sparse coding	feature integration theory	3
sparse coding	grandmother cell	3
sparse coding	models of neural computation	3
sparse coding	neural correlate	3
sparse coding	neural decoding	3
sparse coding	neural oscillation	3
sparse coding	sparse distributed memory	3
sparse coding	vector quantization	3
echo state network	liquid-state machine	3
echo state network	reservoir computing	3
liquid state machine	echo state network	3
liquid state machine	recurrent neural network	3
liquid state machine	reservoir computing	3
liquid state machine	self-organizing map	3
differentiable programming	differentiable function	3
differentiable programming	machine learning	3
comparison of deep learning software	comparison of numerical-analysis software	3
comparison of deep learning software	comparison of statistical packages	3
compressed sensing	noiselet	3
compressed sensing	sparse approximation	3
compressed sensing	sparse coding	3
compressed sensing	low-density parity-check code	3
compressed sensing	compressed sensing in speech signals	3
knowledge representation and reasoning	alphabet of human thought	3
knowledge representation and reasoning	belief revision	3
knowledge representation and reasoning	chunking (psychology)	3
knowledge representation and reasoning	commonsense knowledge base	3
knowledge representation and reasoning	conceptual graph	3
knowledge representation and reasoning	datr	3
knowledge representation and reasoning	logico-linguistic modeling	3
knowledge representation and reasoning	personal knowledge base	3
knowledge representation and reasoning	knowledge graph	3
knowledge representation and reasoning	knowledge management	3
knowledge representation and reasoning	semantic technology	3
knowledge representation and reasoning	valuation-based system	3
constructed language	interlinguistics	3
constructed language	damin	3
constructed language	eskayan	3
constructed language	idioglossia	3
constructed language	cant (language)	3
constructed language	iso, sil, and bcp language codes for constructed languages	3
constructed language	artificial script	3
constructed language	langmaker	3
constructed language	language construction kit	3
constructed language	language game	3
constructed language	knowledge representation	3
constructed language	language translation	3
constructed language	metalanguage	3
constructed language	universal grammar	3
constructed language	mystical language	3
constructed language	glossolalia	3
constructed language	language of the birds	3
constructed language	artificial language	3
constructed language	june and jennifer gibbons	3
constructed language	nicaraguan sign language	3
constructed language	origin of language	3
constructed language	pidgin	3
constructed language	poto and cabengo	3
constructed language	linguistic determinism	3
constructed language	linguistic relativity	3
constructed language	pasigraphy	3
constructed language	universal language	3
constructed language	basic english	3
computer-assisted translation	comparison of computer-assisted translation tools	3
computer-assisted translation	computational linguistics	3
computer-assisted translation	computer-assisted reviewing	3
computer-assisted translation	fuzzy matching	3
computer-assisted translation	translation	3
computer-assisted translation	computer-assisted interpreting	3
concept searching limited	compound term processing	3
concept searching limited	enterprise search	3
concept searching limited	full text search	3
concept searching limited	information retrieval	3
concept searching limited	concept search	3
